	1416
6258254	3
9519726	57
3622021	1
4714328	10
8722135	3
8506437	1
7884143	16
821205	3
6134701	55
7698251	1
4900284	5
4714392	7
7615911	5
3029636	2
3480236	176
3950736	945
9759407	17
4283420	1
8002576	2
3876313	29
821211	1
4714386	1
3494882	16
4900290	1
3911191	358
9711292	1
7884137	27
8002582	3
8844737	1
8746101	3
7615905	7
1646201	7
649901	2
7698239	2
7884166	23
4900261	1
6968470	7
7507989	12
3538036	452
9808873	1
3636626	47
3876336	20
3876342	12
4714363	1
8722170	11
1858713	113
6968464	2
4900278	194
6669715	3
9759413	2
4938861	356
6075944	3
8844714	2
7733071	8
3891962	324
8746124	3
9495233	12
4631482	4
9808933	1
7884189	11
4209406	1
9975140	21
3719559	3
3695014	56
9519531	39
2637960	2
3406174	2
9999117	358
1010472	16
9784405	4
9711263	2
478109	6
4439997	1
9495227	42
2167626	978
430166	14
454132	26
2128000	1
3695008	13
6356790	1
9760422	30
9711257	1
3396286	3020
9975134	21
9519548	29
2637977	4
3949667	34
9759436	8
9999123	10
430172	27
4631499	5
7884172	22
454126	67
4450326	2
3935033	9
3421794	1
6596235	1
454161	4
9495256	1
405197	12
9519554	22
7772579	1711
3901695	30
3720568	486
9951197	3
8580385	1
7884195	17
3911015	999
7918072	121
9519560	14
3719588	10
287409	2
684240	1066
9975157	10
684234	4
3054580	1025
3744528	1
7796597	4
454149	1
4631476	2
4175506	3188
8579382	2
9965779	14
4714311	1
430137	3
180338	1
3250000	1
684292	9
2216916	765
3719513	8
9951139	2
4728951	1
7698096	18
3225047	1181
4631447	7
1010437	1
6051820	50
6846057	1
9711228	4
9975105	52
9691997	1
3960002	2
8580362	1
9808904	27
3288622	1267
4728945	3
9965785	5
9519502	6
9711211	1
9784457	5
3445754	365
4714305	4
4631453	7
4175529	640
9808910	51
3215617	378
9701879	4
6026851	2
3191124	10
3470723	833
9965791	1
4728939	8
3470717	1
7698073	12
9760497	9
9519519	15
3528635	18093
4631424	15
3469737	1
3720522	551
9711205	4
9975128	10
2216945	186
3876187	78
2128023	4
8002518	2
9808927	74
5487231	2
3215600	796
4728922	4
684286	2
4366471	7
9975111	18
9519525	1
1010420	1
5101326	4
3528629	70
8002524	3
454103	124
4631430	17
9951168	1
4787296	3
9965733	17
8795281	3
405139	2
786437	1
7159850	1
9902164	2
5101332	8
4391411	45
8614434	8
4631401	10
4391413	2
3274011	367
4391412	2
3960054	1224
4151500	27
405122	15
3744586	29
9006091	3
4391415	2
3959051	201
4391414	2
3225099	503
3793515	17
3250039	466
3817807	25
7688703	44
659207	1
4631418	13
3274028	88
8952444	1
5101349	4
1712441	5
9965756	39
4787273	3
430114	1
1671127	1
4391426	5
4391428	60
4391427	5
3998648	281
6391131	1
9951116	1
5101355	5
1416091	5
9006085	8
3768546	610
9784463	2
8614411	8
430120	44
713504	1
430108	245
9965762	25
3421707	3158
3901620	3
9902158	2
5101361	2
9902156	2
5208136	4
4997303	100
3959080	54
9006079	13
9951122	2
3720580	1893
287415	6
9006062	1
3817859	8
3288697	4066
576384	105
2432850	2
405174	8
4704904	27
1298361	1
9519577	3
576378	49
5101378	3
9627404	2
684205	4326
6200929	27
4523657	1
3768523	3
9603438	1
3744540	840
287421	2
2456810	1
405168	1
4209458	2
9021506	1
3901608	582
928015	2
9519583	3
6002810	9
5101384	6
3817842	31
684211	8
6002804	2
9603421	1
6144065	1
7218682	6
4787267	2
9006056	2
7639739	1
3274063	1795
9495210	19
3768500	34
9006040	1
287438	19
9902187	2
5101390	3
928021	3
8952438	4
5453893	3
346247	1
3817871	1
9701804	10
9495204	20
3250097	1935
928038	7
4508190	2
3191199	211
9603444	2
4450384	332
3817865	28
8952421	1
4508184	108
9006033	1
3406122	167
3274040	593
287450	3
7483622	6
4900367	10
2501002	1
928044	2
4297988	3
9006027	3
3817894	2
7688778	13
5101295	4
8002493	1
9603355	23
4938973	594
4508178	180
3132854	15
7483616	38
7625192	15
3612755	2
5379464	1
4900373	99
6134635	124
4297994	2
904090	1
7698104	13
2226352	525
4924327	791
928050	7
3817888	24
7419044	1
7625186	10
9006010	4
8506377	2
3636715	86
7688784	5
4547681	29
4963959	37
4714297	8
4900344	1872
4297965	2
7419038	1
3636709	4448
4297959	3
7688755	1
4508155	62
9006004	23
9021564	1
3612732	2711
625800	28
943693	1
3132819	5
7992068	22
4297971	4
3793455	844
8301126	1
2985750	45
6134658	67
4900350	561
4714280	12
928073	35
7419021	8
7688761	32
7625163	2
9021570	1
4547675	5
6391071	1
6670670	37
6669684	1
8795246	1
6307739	3
576421	4
9857989	1
9902129	1
8506325	2
4890551	14
7688732	1
9666953	1
9857995	1
8506331	1
3156843	48
6694630	4
9652307	1
9627373	1
3661736	12
4900338	126
928096	3
9902135	4
4547698	102
9021593	19
3661742	7
9666947	1
4557047	30
7884203	5
9999092	5
6694624	2
3685719	154
478090	8
4900309	215
2192564	49
576438	4
4283360	1
4890574	3
3132877	1
3396317	37
8506348	1
9666930	1
371245	2
8506354	3
4234338	2
6670664	72
3661759	4
9627350	3
4900315	1
6670658	27
9902112	5
7121379	167
3612703	674
4209398	3
478078	7
3876230	189
4728879	29
7884226	8
6670635	43
9495196	63
7698179	8
9999070	4
4366560	17
8805051	2
2167589	2539
1225451	8
1333241	815
9652365	4
953094	1
8002412	2
131372	2
454095	70
6670641	16
7698185	9
4841593	2
3030527	3732
9999086	849
2540692	40
4297913	2
3622162	1173
4557053	28
3396323	2590
9652359	1
9818340	2
9975097	7
4248984	33
2310118	4
8805074	6
9857920	1
4924391	134
6356726	41
3323407	914
2706201	1
7884249	6
9999054	1
2226300	525
7845999	1
1858883	1
7698156	3
684197	271
9818357	1
9999059	1
3396352	98
9999057	58
4948351	7383
8722247	4
8506302	1
4557082	276
9691974	3
3156866	500
7943093	9
7884232	13
9999063	55
9999062	2
3117286	104
9857937	1
9999064	1
9627396	2
8506319	4
4557076	15
4704896	26
9818363	1
7698162	6
9711197	3
9999068	2
3396346	28
1010503	1
9519608	26
527440	2
4714274	10
3528575	460
3201070	82
2407935	3
7884261	15
6562880	2
9951091	3
4297942	1
7698133	3
9711180	5
40548	3
9760505	10
6036281	2
9760511	8
2226323	485
9975068	2
4297936	1
1858825	2
9999034	4
7420018	3
8002458	4
7884255	18
4963907	66
4440931	62
9999040	127
4924362	40
9975051	1
3494764	138
9857914	1
9818305	1
4440925	3
4557099	203
9711174	6
8002464	5
9833919	1
9652394	9
9833954	12
7884284	11
7821987	59
1785411	3
3494735	1
7698110	3
3029530	169
8002470	2
40519	3
9652388	4
9760534	5
7121304	57
9999011	7
4440919	2
4728891	6
7698127	3
2564669	2
8746242	1
7884278	10
454072	89
4900396	21
9818328	1
3494741	2
7821993	497
3396381	652
9759531	3
9999028	3
7419067	1
4728885	22
9652371	1
6645643	4
9774714	12
1927207	1
2133969	6
8002808	1
7982727	1
3479434	231
74079	5
4704821	605
444458	7
1903230	4
5811625	1
2574188	16
6342262	1
9774708	3
3240762	3284
190058	11
9505240	2
7943124	1
4679307	2
4631364	20
9529222	42
8002814	1
4631370	21
7047074	4
4694927	29
3239776	675
4210763	1
9965466	16
4704838	286
165089	1
1274001	1
165095	27
1868373	1
684139	315
7581738	1
4816661	1
7121511	1
4694933	11
4679313	2
8002820	3
2407964	13
3480443	17
7884290	1
4704809	2
2407958	1
4210734	1
3876098	32
9750760	5
9505227	1
3431479	887
3479457	3
9965472	18
4366146	7
4680316	4
3734843	28
4464618	3
3925543	1
2633028	1
49093	142
3901577	361
189055	1
74091	10
4694962	3
4631341	29
4210728	1
9750777	2
7943130	43
9990406	1
8002837	2
3685346	219
7047051	5
3709839	18
821458	1
9774720	1
7806321	1
684122	1332
3636371	104
4680322	2
6026704	10
9530231	2
3431462	1
1893336	1
9965489	9
3479440	988
684116	37
4694956	7
4631358	14
1712501	8
8002843	6
2407941	2
2623633	28
4210711	2
4679342	4
9750783	7
9686051	1
5522418	1
4704867	6
9519850	25
4366123	2
684174	1343
684168	212
9603711	1
49070	220
4631329	21
7933769	270
4175877	135
4694985	14
2216804	206
2133998	34
6440711	5
6875969	1
9774743	1
3998513	55
5811677	3
2608007	1
3950564	3
9711576	1
3710831	193
7933752	42
3925514	29
9519867	1
3901560	1
4631335	10
1868338	21
7821929	167
9774737	11
3709897	36
8002866	1
4356780	67
6631405	1
7591116	5
3612376	793
4679365	1
4645946	11
684151	37
2133981	43
3479411	22
4704844	101
9774772	12
3249154	101
3553917	1
7933781	1
2310006	1
684145	2
444435	2
8002872	1
1883964	2
1868367	1
49058	27
7047080	5
7375803	20
9603734	1
9774766	8
6440734	2
6439748	5
2133975	129
3612382	383
4161272	5
3734814	243
4645952	8
6002796	1
4694991	15
165072	109
3710854	385
2310012	2
4704850	124
9603728	1
4356797	374
3636336	156
6440728	4
8002889	4
49041	2
3250163	183
9774795	2
6134581	40
4973461	328
9530283	2
7497877	46
4900522	477
50038	2
8986101	13
3675939	585
4787178	47
9711547	3
9784121	8
106715	2
9774789	37
287102	36
4464682	1
9916456	1
5380295	1
3250157	48
74004	1
9593846	4
3901525	395
6134598	31
635129	1
9711530	2
9760149	2
4900539	8
9603740	1
9784138	4
7497860	1
3651979	1835
5477735	1
3720278	1008
4175848	339
3719298	6
8555230	1
3250186	833
4219155	4
287119	1
7497848	369
4997415	2751
50050	12
7497854	5
3675951	1762
9760178	2
3406435	6508
3783824	33
9711524	2
287125	51
3744244	865
3661311	1
3720290	1429
4474025	3
928357	5
7473894	1
3249183	673
4816603	1
3974576	5
9603763	1
4973478	151
7277302	32
4997421	72
4900516	261
4175860	84
3651991	745
2035451	1
3675945	476
9916433	2
287131	7
9613112	6
9530248	2
8506288	1
5380243	1
9593817	5
7850925	3
3431456	814
98000	2
4210792	2
50073	138
7639604	1
190093	10
5355280	6
2133917	7
7850931	60
3298141	2
9760190	1
8506294	2
5355274	3
9613106	7
4973490	96
9593800	4
5101020	1
9916491	1
1274047	8
9784173	20
9760184	4
3675968	933
7517195	1
635170	3
3372618	6
2133900	2
5139642	2
3132908	17
2432991	2
9530260	20
74056	6
6002721	98
9011991	1
6210402	1
3817753	34
50096	132
5101036	4
190070	5
9916462	3
7850954	1
9784144	3
3372624	3
9530277	13
9916479	100
3661357	182
3431427	1339
5139636	3
4210786	1
9613129	5
6002715	14
9011985	2
3719269	16
7096061	72
3734895	36
9011979	2
3675980	4952
2192297	124
7497883	7
9784150	1
7267947	7
4787126	102
4899049	9
625711	25
3274092	2
9882622	4
8868904	1
8506242	2
4244093	12
5139547	1
4924451	66
3744190	104
131647	4
723023	3
4900485	163
3538295	72
116010	2
552366	1
2192268	1370
6944245	1
9818050	43
5139530	3
4900491	20
8986070	2
6134517	1
9011962	1
2226234	3
723017	7
4924445	1506
9818067	81
576349	1
7473948	3
3783793	386
116004	1
2192274	153
8506259	3
5380326	1
3768144	13
7859323	495
1372471	1
6464798	1
4332851	5
4900462	134
2226263	1
723046	9
576361	6
7688637	36
6728524	6
3298046	584
9818073	64
3396636	132
7992186	75
6523621	6
4900479	135
9011933	2
3842716	1492
9021452	6
2192251	70
9578290	3
3577875	1
3817782	11
9784196	13
4464593	3
2564735	2
4777725	14
7884309	1
6728582	1
2501166	25
2226286	5
9818015	95
116056	1
9011927	1
7874989	3
9808695	1
7859346	311
5139582	1
8506207	1
6075772	216
4777719	24
5139576	1
9578278	1
3720195	418
7992163	62
7860349	1
3347520	3988
1298071	467
6694995	3
4900456	137
7874972	2
9818021	90
3372699	554
8506213	53
4151931	5
4997409	199
3406518	7960
5164522	1
723000	7
3827125	25
3783741	80
9818038	119
5369951	4
635106	1
9011904	1
9021481	1
5164516	1
3768109	44
8771381	24
6488793	1
9593869	2
4900433	6
1201114	7
4234692	1
3842751	11
9818044	158
8506236	12
6075789	40
4899032	14
4283615	2
6026791	14
1239743	1
684091	371
7884344	2
3612471	7204
772033	3
6694966	1
3029435	11
7698050	2
527339	1
4704784	10
4356886	103
772027	20
4948492	5
116091	3
5369939	1
6332849	6
8002777	2
747070	7
5164597	10
3538208	24
723098	15
1563248	4
165008	1
204837	2
7698067	2
2118289	1
3029429	11
9990398	1
5369945	4
4704790	4
4356892	68
2216856	1035
5164568	45
772010	59
6669980	2
747058	45
4342252	2
7698038	8
4704761	74
1883929	1
116079	1
3538237	509
3612459	12383
772004	16
9808672	5
6332826	15
3612465	1
4244041	9
3553840	2
747064	7
4283609	1
483990	2
684085	5
2133892	2
3156984	1
4704778	2
7698044	7
9818009	55
527322	3
684079	360
25052	1
9544902	6
3710819	41
3636419	11
1868315	1
3538220	189
7448910	1
723069	1
7747475	1
747035	5
6694920	7
7698015	5
7831218	20
7772438	8
1250101	15
25023	1
7688695	25
3612436	1649
7375766	1712
155642	2
2216885	282
625740	6
723052	67
4332868	2
4356857	1
7772421	5
9519904	5
9990352	1
3891703	4
527380	2
9808620	1
625734	2
9990317	1
1093191	1
7375772	9
9422317	13
7772409	2
4890605	3
7772415	4
8012155	2
625728	3
214209	1
9990323	8
4631387	3
9774803	1
7698009	18
4631393	4
7375789	21
3768196	23
8986093	2
723075	59
4694904	11
7688689	8
3925572	12
4694910	10
9774832	3
2623797	13
3239888	1
74197	6
3479316	23
684004	22
7086795	1
6670902	1
3925448	4
9519778	6
4816773	2
7375708	367
9774826	3
4210645	6
9750872	1
9749886	22
3734955	3242
3719329	10
4366293	1
5198099	1
3030378	75
7336105	1
9544724	2
1225161	2
3239894	118
3720315	336
635098	1
7375714	2
2623780	29
9798809	24
9774855	19
4679201	1
1927101	1
9760209	1
772091	72
9544753	1
1249121	1
4816796	6
3249237	6217
9749892	13
3685470	2963
4631223	5
611092	2
4694844	3
9300005	9
9774849	7
772085	6
8002719	1
9808726	2
4680204	1
3479322	45
5174087	1
9300011	12
3720338	1384
772079	213
3709957	34
6381983	2
9750889	1
9798844	1
8002725	1
3225283	578
4680210	1
9774878	1
7072184	1538
4161183	13
3494913	1
684056	100
9965532	6
4342275	3
3029352	1
4645840	1
9760238	4
3950452	79
9519732	51
2417454	1
3030349	1
9784204	10
904204	402
4694867	8
9300028	1
8002731	2
4631200	12
9965549	1
1020000	2
772062	29
9774861	2
4680227	5
684062	1
4704755	42
4606231	1
4694850	7
9760221	1
904210	202
4631217	7
9519749	34
9784210	1
8002748	1
747093	45
5032884	72
4645828	9
625697	2
772056	109
3612494	1
346098	10
9774890	25
3250269	42
9759264	2460
684033	36
4680233	2
9519755	27
9711441	2
7336134	1
3974406	2
9300040	1
904227	70
49176	27
8002754	1
9603616	2
4787089	50
3250252	25
9774884	3
3636454	196
8580103	1
2623722	5
9519761	3
9759258	169
4342281	1
4694873	8
904233	10
8002760	1
9760244	5
9300057	3
7517255	1
6134463	10
346075	27
3768322	74
5139702	5
4606202	1
9759287	511
4680256	1
4900640	27
3974464	5
4924617	15
635000	5
9603639	1
9760273	7
4307913	23
4680262	2
9593728	1
9759270	66
4645811	4
74122	13
8624007	6
4900657	11
4450160	9
9784256	1
635017	6
3469909	1
50162	1
9760267	2
3768339	195
4694896	11
6134486	6
4679282	3
346052	19
74139	7
9798867	12
3288875	13
5139725	1
4816715	1
3563198	176
4680279	3
4900628	6
635023	2
3078385	21
4450177	5
4997533	1
50179	49
9760296	14
9711406	2
3744379	154
4307936	1
5101119	1
4680285	2
9965526	7
6134492	55
9759293	72
8795499	3
6234503	7
9603645	1
9784233	2
6425025	2
4307942	16
3274241	984
4680291	1
3431338	7
4210674	2
4816738	30
50191	19
3719358	36
9568742	2
3817612	44
9818096	1
4209688	1
5355162	6
361703	6
7933806	1
5355156	6
9882651	3
6391361	1
74168	4
3431321	2181
3117429	2
3734990	1555
1587071	146
635052	2
1298119	1
9784291	4
3744304	448
3298253	164
4391227	5
5355185	4
6002603	1
8085059	1
1274171	29
74174	37
5101154	1
7013833	1
9867019	1
2515984	1
1020051	3
9784262	2
5355179	4
3720373	2522
9857699	14
3719387	4
4210668	3
5139754	1
3974493	8
3817629	58
8600076	5
576177	2
5101160	1
1298131	1
7933812	1
4787008	2
635075	7
3768285	55
5139665	2
1819417	24
7218995	1
4474077	2
4332957	1
25106	2
1795007	31
9818179	4
5101059	1
2216796	546
4973509	38
4283584	4
346106	21
4899167	3
9857794	1
723135	1
4924563	628
3563146	248
7713944	2
5355239	6
4474083	1
723129	4
25112	9
9818185	5
4899173	2
3612525	4
2491462	1
3768262	107
4900580	5
4714050	7
4449091	4
7688519	182
106537	1
4714044	4
3768279	13
5355251	8
747101	7
4924540	1464
6134411	25
4900597	23
5101088	2
3538183	10
4948500	3
9593792	4
7831187	38
50104	565
4899196	1
953243	2
9916522	2
2525250	3
7713973	6
6134428	11
723106	27
5101094	1
4474031	20
3842662	68
9833776	3
3563175	83
9593786	7
4900568	4
4332905	1
3396530	1294
9818133	2
50110	11
7640553	1
2192340	1
4547468	99
4307959	11
9916539	2
4474048	12
6134434	13
9035997	1
4900574	462
3372570	371
3563181	329
50127	348
4307965	5
3396524	58
7385032	2
7204326	3
4973538	111
5139694	3
6134440	10
4547480	72
6958709	1
4307971	6
9593757	5
4714096	1
7713996	1
3563152	342
4900545	125
9892017	134
9818156	3
3396553	656
50133	154
2564824	1
9749900	1
8795453	27
4547474	25
9833782	4
3347626	60
5149037	3
4900551	9
6134457	1
1333011	1
2192334	5
361695	1
9892023	1
9818162	8
4899150	4
1587131	5
9808778	4
2216715	2012
9749917	4
4366324	113
3553739	1230
542847	2
5149066	3
9300063	62
3030303	72
503244	1
9021386	1
9519815	1
527210	2
5174035	2
7047111	2
7218920	1
8002659	4
180545	6
3323614	4
6110480	23
3553745	764
3842691	7296
9300070	2
7062725	7
3029300	629
6317330	6
2192305	3428
9021392	2
7507877	2
9892046	43
3710914	700
772139	90
9808784	1
6110474	12
2216738	733
3827042	205
7062719	7
2118390	3
747176	1
6356962	17
3553716	566
5149089	4
9833753	2
4889789	4
9300086	4
8697070	5
9818110	11
9808790	2
9892052	9
3612577	1795
49130	12
5174012	8
9833747	1
772122	235
3553722	50
4366318	2
2118384	1
9300092	1
9749946	2
9818127	4
3480383	120
8012008	3
5149072	16
527204	1591
49124	62
371050	6
772116	4
8002688	2
49118	6
7047140	1
9749952	5
9965495	2
7062777	1
8580095	5
7062783	3
8002694	2
3479351	97
9774909	4
3612554	653
2167307	2407
9808732	1
723170	1
3612560	1460
444493	5
9749969	2
5149095	4
1771001	4
3636514	24
1903201	3
49101	263
3538125	19
8012020	2
371073	5
4283555	1
3827088	80
9808755	2
3612531	3075
7399620	1
371096	4
4924592	58
4714015	1
8580072	1
9759301	487
4889743	211
7062760	1
3005328	7529
3901494	961
7747334	20
3479374	10
1868404	1
2623691	9
4185172	8
7688554	2
9774921	9
4342329	1
4283526	1
3479368	493
747147	1
5595587	1
7121534	4
3612548	1058
4283532	1
6051636	1
4714009	4
9774915	8
179022	1
4645768	12
5355920	2
4669734	125
5497175	4
9300100	1
9760793	1
3479670	14035
3441064	167
4190813	141
131096	6
806097	2
7243384	14
5355914	5
9759790	16
444211	1
4200718	1
7037035	93
6366469	3
385388	1
5355908	5
1010124	18
3489013	120
8506934	1
7556522	38
806074	1
1479111	2
9603929	1
3029292	381
4645745	2
444240	1
4826240	3
5355943	2
2192920	196
2637629	10
7772214	20
8844246	6
4190836	913
179039	1
3480650	63
9300123	26
9999459	1
180002	1
3441093	106
9529481	9
5355937	2
6197966	5
9818647	6
3695385	4742
5497181	4
4645751	8
9554421	1
7772208	37
3729262	282
6197972	2
2422923	1
2637635	1
1010101	8
6606672	1
3705238	1203
9804007	11
3984534	50
3768836	66
1470771	1
6631629	201
9770159	1
1927489	1
3288970	766
3827705	11261
4356567	1
9951493	3
6440958	159
7772272	16
3984586	6345
7218392	51
131050	5
517714	2
4645739	3
6440950	1
3480638	7792
928535	1
4381513	1
9794131	11
4189804	17
3886085	292
4381507	28
9603941	1
7062010	1
7772266	52
3729204	1
3744824	2
131067	3
3441041	13
9794102	2
772174	3
4189810	109
855003	1
1097711	7
6616015	1
503103	5
4680109	6
9603970	1
772168	3
3465018	2205
9784782	1
131073	55
9770165	28
2637670	11
4680121	2
3480615	1
5111000	8
3191472	84
4189827	40
3730213	1
3705273	964
7037058	7
9784799	10
4596283	25
3431657	1433
3793886	917
5111017	1
6173948	10
9794160	1
552099	1
9951458	6
9711783	10
3778243	12
4900769	74
9603993	1
3852703	1848
7639403	1
2422975	1
4209122	1
9794177	1
5487774	1
179097	68
5111023	3
576071	1
3827757	4690
4537903	8
9578479	11
3431640	279
2637693	10
74240	16
3215942	1
4900775	9
4224759	1
4924729	1731
336384	1
9711777	8
9951464	7
9011790	2
9794148	7
4680150	8
723201	2
4200776	1
3288993	145
3695310	235
6134368	1
180077	371
552076	38
3479612	383
4924712	444
3671350	1783
8927104	1
4283041	1
9951470	4
5497117	11
7772295	1
6134374	3
6488913	1
6158328	28
3827734	626
7639432	1
4900752	40
9794154	4
7062027	2
2999752	20
4224736	1
7772289	45
336361	1
4209116	1
7615408	1
9951487	1
6488988	1
3793840	288
4680173	4
3827786	95
4537932	5
9530484	7
180054	41
9711748	1
3827792	269
3372848	14039
4440492	2
179051	50
3793834	48
3431686	69
576036	1
4777553	5
312389	33
3793828	7
3730271	49
9951429	11
4224713	1
3729285	63
3852732	404
7713915	3
4680196	4
4200730	1
4537955	4
4381588	3
9794183	1
4102269	1
3730288	230
9578404	5
312366	1
9011749	1
4900700	17
3671396	4447
9951435	3
1010130	2
4283087	1
6846353	3
3396837	614
4381571	33
180048	2
179074	473
7257908	1
3431663	114
312372	42
4102275	2
2422969	1
4283093	1
3054261	1
9951441	22
9877035	1
3862104	1
3347796	1
9011732	2
9202478	2
493190	2
576102	6
3563494	1173
527173	812
3406731	36
9711702	1
3852784	181
4924681	6979
723253	6
9877029	2
4273640	3
9902454	7
493178	31
1636421	3
6812911	2
4777547	6
3587448	1
3347773	1
4924675	623
40844	1
552107	9
4537990	1
9902425	2
527150	95
4562924	798
8541238	1
5198544	1
9686200	1
2456359	1
9877006	10
493161	2
3563488	4
4948629	42
4777530	1
5150572	1
4924669	5812
527167	170
9902431	3
9951406	2
7664453	2
6572708	1
4523367	1
4273692	5
7135447	1
106000	9
4464357	7
552171	1
4900686	290
4924652	38
9902483	4
3347750	3
3396895	8
9759809	38
3778160	41
7390748	4
7375128	3
74205	16
1372241	30
3935501	1
4199286	4079
4572319	43
3862133	1
3347767	5
747207	5
312432	3
552159	2
4997645	16
8579815	3
493132	51
50245	62
3396889	241
4209056	1
4547362	1
9578485	17
3308170	6
3347738	1
7375134	1
9853000	6
7806077	1
4210013	3
9760801	2
4900663	105
723247	2
4297646	1
9902460	6
493126	94
9759821	3
9843680	16
6148979	1
527196	184
1372264	3
3239919	6190
9828077	2
1795177	2
1034170	1
9853017	25
3347744	1
4924623	1537
9843697	9
3142545	2
9759815	12
9578491	15
4224653	1
3671427	6146
3489088	25
3563413	1545
5379978	5
493103	129
3886151	64
4008949	8
3720829	133
3959507	125
9759844	3
9300181	3
4851261	123
4248613	1
9843668	1
5355995	1
1563001	1
7992364	1
5379984	7
4332667	4
3347721	9
444174	1
3308106	2822
9784807	13
4890887	1
9843674	6
9300198	2
3719849	3660
9529506	6
2912219	2
9759838	7
4356656	2
4317047	1
9021274	4
4008932	1
4631186	16
3239948	5927
4851249	4
3489065	33
4332696	11
9804071	2
4572325	22
5379955	3
3622498	768
9760847	8
3886174	618
3225308	1
9760853	13
9759867	1
4151285	6
4248636	1
3719861	1
9828031	2
772240	11
4631192	17
4572331	9
5379961	10
7737873	520
121643	30
8893285	4
9759850	2
3720858	237
9529529	8
6317436	4
49242	2
5003210	1
4248642	1
9804013	1
4631163	33
3489042	56
1479051	35
9686217	2
2481340	3
4332638	1
444139	2
9760876	11
3622475	270
7365710	2
527138	616
503161	1
4008984	5
4606194	1
3960522	1396
3587419	28
7737896	1579
3959536	1
3563465	387
9686223	3
7806025	1
9759873	4
2167891	1151
8012385	1
3705215	77
2853238	1
527144	5
4008978	1
9828002	2
4631140	27
4332650	2
4248671	1
3044802	2186
3705209	57
6283619	2
527109	5709
3886139	157
527115	214
3720806	299
3622452	46
2637701	20
4234060	52
4273628	1
4910064	4
4851284	3
4008961	1
772205	13
4973604	219
3240986	296
1868522	9
2853250	3
49207	20
5355972	1
4190894	3
9770202	1
444151	3
4332644	2
3563442	1282
2540114	1
9686246	1
9759896	12
3862191	1102
9760882	5
3720812	489
4317024	1
4631157	10
4851290	6
527121	2616
7967366	1
4008955	1
9530320	2
6440800	1
9770231	5
7786759	2
7747156	11
4851309	2
5355802	1
3730348	353
8868100	2
9843705	4
4900806	14
419383	4
8002932	3
9770225	27
7786742	2
9760899	2
9818742	2
1010000	2
8506816	1
8844134	2
4900812	2
9770219	21
9794208	2
4631016	1
1010006	3
9843711	52
9530343	2
9770254	1
3959482	39
8002949	1
3793900	345
5355825	1
9784859	3
4366028	4
1893684	1
8844128	1
9784865	3
9324218	2
3960462	65
4366034	2236
9818765	1
3431580	1493
9784871	4
9999583	3
7517054	1
9770277	2
7629913	16
4851344	3
9544925	1
928400	1
6631500	1
3719996	736
9544931	6
8844105	3
3960491	1
4317076	3
5150709	1
8002978	1
9686186	3
6631517	1
2000	2
9999560	1
9544919	39
3959499	12
9770260	5
6342598	1
8002984	6
9603823	1
3201466	1761
1000640	1
625450	9
9818713	5
7786771	1
8002990	1
9686192	5
6366570	6
3768902	10798
3984451	106
5683989	8
9530314	3
9770283	2
1878029	3
2637552	1
3705391	127
9300293	2
7967403	6
9530308	5
6440846	1
9603846	1
9578344	122
3695416	309
253681	1
3827622	130
214072	1
5150738	1
3778361	218
4900887	10
277641	1
9603875	3
3406576	211
9578350	72
649410	4
74369	3
2045	1
5150744	1
8589133	4
4900893	1
4680026	4
5150750	6
2039	4
9951582	84
7772183	221
9603869	1
3406582	180
9578321	3
4680032	2
9794266	1
7629936	31
2961270	8
7654934	2
3695439	373
2999887	2
7566035	138
2051	14
2432436	1
9951599	38
4900864	6
7639308	228
1010058	1
4224624	1
7772177	180
7654928	1
7566029	171
649433	8
287007	19
7218268	1
3793975	17
3695422	45
928475	4
9794272	1
8903026	1
9578338	173
4900870	17
3587394	82
3671462	1885
4224618	2
2999870	6
7639314	1059
9603881	1
3827616	757
3298431	5308
3372713	318
9530366	1
6871411	4
7566012	92
9578309	1
9011896	2
2074	18
3793969	56
7375074	1
277687	1
8903078	1
4777441	1
4816974	2
9892750	1
7497794	29
4224601	1
263053	5
3852620	5708
3813011	37
7458179	1
9593929	2
3793952	54
928498	2
9530372	1
7399034	2
9578315	2
7497788	68
7615348	1
4816980	12
7918416	2
3852614	1017
3813005	225
3372736	6880
7615331	1
9593912	8
2097	2
3695474	111
4679081	1
8844163	1
3852608	69
4366063	117
2407473	1
9011867	1
4900829	6
3333297	3
3103019	16
9593906	22
312490	1
4680084	1
7399057	1
3813028	43
9892780	1
287059	6
9877153	635
8991533	3
723388	269
5160027	2
9011850	4
4332710	3
7639366	158
6787633	2
7664329	2
7390665	1
3813057	1056
527055	419
3333280	2063
1406201	31
9877147	254
723371	95
3622564	185
7639372	1371
4332704	32
5160033	39
25359	3
4273522	1
7390659	5
9011838	2
5400017	6
1058071	2
287071	18
5198656	1
527061	1
4973739	132
1805013	3
9613141	93
503072	13
50328	3
7399028	1
4273551	5
3333251	287
7390694	1
7869008	5
1795266	1
3396754	386
9759904	2
9877130	9
3671516	1
527032	23
7664341	3
3357228	10360
6051441	1
6293115	1
9877124	1
7135571	1
4537889	1
4273545	1
7399011	2
527049	1
7845580	1
9011815	1
4753452	2
6258774	8
4273539	8
7664335	1
4523249	1
9853170	1
3357211	7487
503095	3
287094	6
5150690	1
5159024	1
287013	16
7654957	2
9853141	1
9760907	13
527090	2490
6293121	165
3152012	192
4273574	3
7497825	149
552053	4
